A,3.72E-01
B,2.83E-02
C,0
Channel,Contents
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,23
23,1349
24,782
25,297
26,183
27,111
28,80
29,84
30,88
31,69
32,70
33,92
34,85
35,71
36,70
37,56
38,66
39,63
40,39
41,56
42,30
43,36
44,43
45,35
46,21
47,27
48,28
49,22
50,21
51,26
52,21
53,17
54,11
55,14
56,10
57,19
58,14
59,7
60,8
61,11
62,14
63,4
64,14
65,5
66,13
67,10
68,12
69,16
70,7
71,12
72,11
73,11
74,8
75,8
76,7
77,13
78,8
79,12
80,13
81,9
82,5
83,11
84,4
85,4
86,10
87,9
88,6
89,11
90,7
91,7
92,5
93,5
94,7
95,11
96,5
97,9
98,9
99,11
100,5
101,5
102,11
103,7
104,10
105,5
106,15
107,4
108,5
109,5
110,8
111,9
112,7
113,5
114,6
115,9
116,3
117,11
118,7
119,10
120,8
121,7
122,6
123,9
124,7
125,9
126,9
127,5
128,8
129,9
130,7
131,8
132,2
133,10
134,8
135,5
136,8
137,5
138,2
139,8
140,4
141,8
142,8
143,7
144,5
145,3
146,9
147,7
148,9
149,2
150,3
151,11
152,3
153,6
154,6
155,5
156,5
157,8
158,8
159,8
160,6
161,5
162,7
163,6
164,6
165,8
166,7
167,9
168,13
169,7
170,2
171,7
172,7
173,8
174,6
175,4
176,6
177,7
178,6
179,6
180,5
181,9
182,8
183,5
184,6
185,5
186,6
187,7
188,8
189,9
190,6
191,6
192,5
193,2
194,7
195,12
196,4
197,13
198,8
199,9
200,2
201,7
202,9
203,6
204,4
205,5
206,11
207,3
208,5
209,5
210,9
211,10
212,7
213,13
214,14
215,12
216,8
217,14
218,12
219,12
220,10
221,8
222,10
223,13
224,15
225,14
226,7
227,2
228,10
229,10
230,5
231,5
232,5
233,12
234,13
235,6
236,9
237,6
238,9
239,6
240,7
241,9
242,4
243,16
244,12
245,6
246,7
247,10
248,16
249,23
250,22
251,19
252,31
253,26
254,34
255,40
256,37
257,37
258,41
259,41
260,32
261,22
262,24
263,16
264,29
265,10
266,13
267,7
268,11
269,9
270,12
271,11
272,8
273,6
274,4
275,10
276,5
277,5
278,7
279,12
280,7
281,4
282,6
283,4
284,12
285,8
286,8
287,6
288,3
289,6
290,4
291,7
292,5
293,3
294,10
295,5
296,5
297,3
298,7
299,5
300,8
301,2
302,11
303,7
304,1
305,8
306,5
307,6
308,7
309,4
310,4
311,6
312,4
313,3
314,7
315,7
316,4
317,5
318,9
319,6
320,2
321,5
322,7
323,7
324,6
325,8
326,3
327,5
328,4
329,7
330,8
331,7
332,8
333,3
334,4
335,4
336,6
337,6
338,3
339,6
340,4
341,4
342,10
343,1
344,4
345,4
346,5
347,9
348,5
349,7
350,4
351,6
352,5
353,6
354,2
355,4
356,7
357,9
358,7
359,5
360,2
361,4
362,6
363,7
364,4
365,4
366,4
367,8
368,2
369,6
370,5
371,3
372,5
373,7
374,6
375,3
376,8
377,4
378,5
379,5
380,8
381,4
382,1
383,6
384,8
385,5
386,3
387,6
388,2
389,4
390,6
391,3
392,5
393,6
394,3
395,4
396,3
397,0
398,7
399,8
400,1
401,2
402,4
403,4
404,10
405,7
406,6
407,4
408,4
409,3
410,6
411,0
412,4
413,5
414,5
415,3
416,6
417,5
418,1
419,7
420,5
421,1
422,3
423,7
424,4
425,4
426,2
427,6
428,2
429,4
430,3
431,6
432,7
433,4
434,6
435,4
436,4
437,3
438,5
439,2
440,3
441,3
442,5
443,5
444,3
445,3
446,4
447,3
448,4
449,6
450,2
451,2
452,5
453,7
454,4
455,2
456,10
457,5
458,4
459,7
460,2
461,3
462,4
463,5
464,3
465,8
466,0
467,3
468,5
469,2
470,3
471,3
472,3
473,2
474,3
475,4
476,4
477,7
478,8
479,5
480,5
481,4
482,5
483,5
484,5
485,6
486,3
487,3
488,0
489,3
490,9
491,3
492,3
493,4
494,6
495,3
496,8
497,5
498,3
499,3
500,4
501,5
502,5
503,3
504,2
505,3
506,7
507,5
508,7
509,7
510,9
511,8
512,4
513,1
514,3
515,6
516,8
517,9
518,6
519,11
520,10
521,10
522,14
523,27
524,23
525,20
526,26
527,24
528,16
529,25
530,13
531,13
532,13
533,13
534,5
535,6
536,6
537,10
538,4
539,7
540,8
541,2
542,9
543,9
544,5
545,6
546,6
547,7
548,9
549,8
550,6
551,6
552,8
553,4
554,12
555,5
556,8
557,7
558,8
559,8
560,11
561,6
562,11
563,6
564,10
565,12
566,13
567,21
568,20
569,29
570,37
571,58
572,66
573,118
574,117
575,167
576,186
577,273
578,300
579,320
580,344
581,378
582,403
583,380
584,353
585,320
586,244
587,243
588,145
589,135
590,114
591,79
592,60
593,35
594,33
595,16
596,12
597,5
598,7
599,8
600,6
601,4
602,3
603,2
604,6
605,3
606,4
607,2
608,3
609,1
610,3
611,6
612,2
613,4
614,6
615,7
616,3
