Time	Temp	SampVolt	HallVolt	SampCurr	MagCurr	MagField
 9.41	  512	 10.6	 1.18	 30.1	0.00189	0.0364
 9.51	  512	 10.6	 1.28	 30.1	0.00336	0.0361
 9.61	  512	 10.6	 1.28	 30.2	0.00425	0.0362
 9.71	  512	 10.6	 1.28	 30.1	0.00454	0.0359
 9.81	  512	 10.6	 1.12	 30.1	0.00218	0.0362
 9.91	  512	 10.6	 1.18	 30.1	0.00218	0.0364
 10.0	  512	 10.6	 1.15	 30.1	0.00484	0.0364
 10.1	  512	 10.6	 1.15	 30.1	0.00336	0.0362
 10.2	  512	 10.6	 1.25	 30.1	0.00307	0.0362
 10.3	  512	 10.6	 1.15	 30.1	0.00691	0.0364
 10.4	  512	 10.6	 1.22	 30.1	-0.000180	0.0362
 10.5	  512	 10.6	 1.28	 30.1	0.00395	0.0361
 10.6	  512	 10.6	 1.31	 30.1	0.000116	0.0361
 10.7	  512	 10.6	 1.31	 30.1	0.00454	0.0362
 10.8	  512	 10.6	 1.28	 30.1	-0.00136	0.0362
 10.9	  512	 10.6	 1.22	 30.1	0.00395	0.0362
 11.0	  512	 10.6	 1.28	 30.1	0.00661	0.0364
 11.1	  512	 10.6	 1.18	 30.1	0.00336	0.0361
 11.2	  512	 10.6	 1.22	 30.1	0.00838	0.0361
 11.3	  512	 10.6	 1.31	 30.1	0.00189	0.0359
 11.4	  512	 10.6	 1.18	 30.1	0.00366	0.0361
 11.5	  512	 10.6	 1.15	 30.1	-0.00166	0.0338
 11.6	  512	 10.6	 1.15	 30.1	-0.00609	0.0317
 11.7	  512	 10.6	 1.38	 30.1	-0.0129	0.0307
 11.8	  512	 10.6	 1.35	 30.1	-0.0105	0.0291
 11.9	  512	 10.6	 1.12	 30.1	-0.0108	0.0278
 12.0	  512	 10.6	 1.35	 30.1	-0.0250	0.0241
 12.1	  512	 10.6	 1.28	 30.1	-0.0250	0.0225
 12.2	  512	 10.6	 1.35	 30.1	-0.0306	0.0223
 12.3	  512	 10.6	 1.22	 30.1	-0.0232	0.0215
 12.4	  512	 10.6	 1.25	 30.0	-0.0268	0.0207
 12.5	  512	 10.6	 1.31	 30.1	-0.0406	0.0134
 12.6	  512	 10.6	 1.22	 30.1	-0.0616	0.00347
 12.7	  512	 10.6	 1.28	 30.2	-0.0740	-0.00659
 12.8	  512	 10.6	 1.22	 30.1	-0.102	-0.0152
 12.9	  512	 10.6	 1.31	 30.1	-0.118	-0.0239
 13.0	  512	 10.6	 1.28	 30.1	-0.127	-0.0329
 13.1	  512	 10.6	 1.15	 30.1	-0.140	-0.0411
 13.2	  512	 10.6	 1.15	 30.1	-0.164	-0.0515
 13.3	  512	 10.6	 1.28	 30.1	-0.176	-0.0600
 13.4	  512	 10.6	 1.31	 30.1	-0.192	-0.0669
 13.5	  512	 10.6	 1.15	 30.1	-0.204	-0.0736
 13.6	  512	 10.6	 1.35	 30.1	-0.214	-0.0793
 13.7	  512	 10.6	 1.35	 30.1	-0.227	-0.0845
 13.8	  512	 10.6	 1.18	 30.1	-0.237	-0.0903
 13.9	  512	 10.6	 1.18	 30.1	-0.243	-0.0948
 14.0	  512	 10.6	 1.35	 30.1	-0.257	-0.101
 14.1	  512	 10.6	 1.28	 30.1	-0.261	-0.106
 14.2	  512	 10.6	 1.35	 30.1	-0.276	-0.111
 14.3	  512	 10.6	 1.22	 30.1	-0.306	-0.126
 14.4	  512	 10.6	 1.25	 30.2	-0.330	-0.139
 14.5	  512	 10.6	 1.18	 30.0	-0.362	-0.156
 14.6	  512	 10.6	 1.28	 30.1	-0.400	-0.176
 14.7	  512	 10.6	 1.31	 30.1	-0.436	-0.194
 14.8	  512	 10.6	 1.28	 30.1	-0.476	-0.215
 14.9	  512	 10.6	 1.28	 30.1	-0.513	-0.238
 15.0	  512	 10.6	 1.25	 30.1	-0.555	-0.259
 15.1	  512	 10.6	 1.35	 30.1	-0.591	-0.279
 15.2	  512	 10.6	 1.25	 30.1	-0.633	-0.297
 15.3	  512	 10.6	 1.12	 30.1	-0.671	-0.317
 15.4	  512	 10.6	 1.28	 30.1	-0.711	-0.341
 15.5	  512	 10.6	 1.31	 30.1	-0.760	-0.367
 15.6	  512	 10.6	 1.15	 30.1	-0.808	-0.391
 15.7	  512	 10.6	 1.22	 30.1	-0.847	-0.412
 15.8	  512	 10.6	 1.12	 30.1	-0.885	-0.432
 15.9	  512	 10.6	 1.15	 30.1	-0.921	-0.453
 15.9	  512	 10.6	 1.25	 30.0	-0.969	-0.476
 16.0	  512	 10.6	 1.22	 30.1	-1.02	-0.501
 16.1	  511	 10.6	 1.22	 30.1	-1.06	-0.525
 16.2	  511	 10.6	 1.18	 30.1	-1.10	-0.544
 16.3	  511	 10.6	 1.28	 30.1	-1.13	-0.562
 16.4	  511	 10.6	 1.15	 30.1	-1.17	-0.581
 16.5	  511	 10.6	 1.12	 30.1	-1.21	-0.601
 16.6	  511	 10.6	 1.31	 30.1	-1.24	-0.622
 16.7	  510	 10.6	 1.25	 30.1	-1.29	-0.644
 16.8	  510	 10.6	 1.25	 30.1	-1.34	-0.666
 16.9	  510	 10.6	 1.09	 30.1	-1.38	-0.690
 17.0	  510	 10.6	 1.28	 30.2	-1.43	-0.719
 17.1	  510	 10.6	 1.25	 30.1	-1.49	-0.746
 17.2	  510	 10.6	 1.12	 30.1	-1.56	-0.780
 17.3	  510	 10.6	 1.18	 30.0	-1.62	-0.811
 17.4	  510	 10.6	 1.22	 30.1	-1.67	-0.835
 17.5	  510	 10.6	 1.31	 30.0	-1.70	-0.852
 17.6	  510	 10.6	 1.28	 30.1	-1.73	-0.866
 17.7	  510	 10.6	 1.31	 30.1	-1.75	-0.882
 17.8	  510	 10.6	 1.25	 30.1	-1.79	-0.898
 17.9	  510	 10.6	 1.22	 30.1	-1.82	-0.914
 18.0	  510	 10.6	 1.18	 30.1	-1.86	-0.929
 18.1	  510	 10.6	 1.25	 30.1	-1.89	-0.943
 18.2	  510	 10.6	 1.18	 30.1	-1.90	-0.955
 18.3	  509	 10.6	 1.18	 30.1	-1.93	-0.969
 18.4	  510	 10.6	 1.35	 30.1	-1.96	-0.982
 18.5	  509	 10.6	 1.12	 30.0	-2.01	-0.999
 18.6	  509	 10.6	 1.12	 30.1	-2.05	-1.02
 18.7	  509	 10.6	 1.22	 30.1	-2.08	-1.04
 18.8	  509	 10.6	 1.18	 30.1	-2.11	-1.06
 18.9	  509	 10.6	 1.18	 30.0	-2.15	-1.08
 19.0	  509	 10.6	 1.18	 30.1	-2.19	-1.09
 19.1	  509	 10.6	 1.22	 30.1	-2.23	-1.11
 19.2	  509	 10.6	 1.38	 30.1	-2.28	-1.13
 19.3	  509	 10.6	 1.25	 30.1	-2.31	-1.15
 19.4	  509	 10.6	 1.31	 30.1	-2.34	-1.16
 19.5	  509	 10.6	 1.22	 30.1	-2.38	-1.17
 19.6	  509	 10.6	 1.31	 30.1	-2.40	-1.19
 19.7	  509	 10.6	 1.22	 30.1	-2.44	-1.20
 19.8	  509	 10.6	 1.09	 30.0	-2.47	-1.21
 19.9	  509	 10.6	 1.28	 30.1	-2.50	-1.23
 20.0	  509	 10.6	 1.15	 30.1	-2.54	-1.25
 20.1	  509	 10.6	 1.15	 30.1	-2.57	-1.26
 20.2	  509	 10.6	 1.31	 30.0	-2.60	-1.27
 20.3	  509	 10.6	 1.31	 30.1	-2.62	-1.28
 20.4	  509	 10.6	 1.31	 30.0	-2.63	-1.28
 20.5	  509	 10.6	 1.15	 30.1	-2.67	-1.30
 20.6	  509	 10.6	 1.22	 30.1	-2.71	-1.32
 20.7	  509	 10.6	 1.28	 30.1	-2.74	-1.33
 20.8	  509	 10.6	 1.15	 30.1	-2.74	-1.33
 20.9	  509	 10.6	 1.31	 30.0	-2.75	-1.33
 21.0	  509	 10.6	 1.22	 30.1	-2.75	-1.33
 21.1	  509	 10.6	 1.31	 30.1	-2.77	-1.34
 21.2	  509	 10.6	 1.35	 30.0	-2.80	-1.35
 21.3	  509	 10.6	 1.18	 30.1	-2.81	-1.36
 21.4	  509	 10.6	 1.22	 30.0	-2.84	-1.37
 21.5	  509	 10.6	 1.22	 30.1	-2.86	-1.38
 21.6	  509	 10.6	 1.15	 30.1	-2.89	-1.38
 21.7	  509	 10.6	 1.22	 30.1	-2.91	-1.39
 21.8	  509	 10.6	 1.12	 30.1	-2.93	-1.40
 21.9	  509	 10.6	 1.28	 30.1	-2.94	-1.40
 22.0	  509	 10.6	 1.22	 30.1	-2.95	-1.41
 22.1	  509	 10.6	 1.22	 30.1	-2.95	-1.41
 22.2	  509	 10.6	 1.35	 30.1	-2.96	-1.41
 22.3	  509	 10.6	 1.28	 30.0	-2.97	-1.41
 22.4	  509	 10.6	 1.09	 30.1	-2.98	-1.42
 22.5	  509	 10.6	 1.28	 30.1	-2.99	-1.42
 22.6	  509	 10.6	 1.22	 30.1	-3.00	-1.42
 22.7	  509	 10.6	 1.25	 30.1	-3.01	-1.43
 22.8	  509	 10.6	 1.28	 30.1	-3.03	-1.43
 22.9	  509	 10.6	 1.12	 30.1	-3.03	-1.43
 23.0	  509	 10.6	 1.09	 30.1	-3.03	-1.44
 23.1	  509	 10.6	 1.22	 30.0	-3.05	-1.44
 23.2	  509	 10.6	 1.25	 30.0	-3.06	-1.44
 23.3	  509	 10.6	 1.31	 30.1	-3.06	-1.44
 23.4	  509	 10.6	 1.15	 30.1	-3.08	-1.45
 23.5	  509	 10.6	 1.22	 30.1	-3.09	-1.45
 23.6	  509	 10.6	 1.31	 30.1	-3.10	-1.46
 23.7	  509	 10.6	 1.12	 30.1	-3.11	-1.46
 23.8	  509	 10.6	 1.25	 30.1	-3.12	-1.46
 23.9	  509	 10.6	 1.22	 30.0	-3.14	-1.47
 24.0	  509	 10.6	 1.28	 30.0	-3.15	-1.47
 24.1	  509	 10.6	 1.25	 30.1	-3.15	-1.47
 24.2	  509	 10.6	 1.15	 30.1	-3.16	-1.48
 24.3	  509	 10.6	 1.15	 30.1	-3.17	-1.48
 24.4	  509	 10.6	 1.15	 30.0	-3.18	-1.48
 24.5	  509	 10.6	 1.15	 30.1	-3.19	-1.48
 24.6	  509	 10.6	 1.15	 30.1	-3.18	-1.48
 24.7	  509	 10.6	 1.22	 30.1	-3.19	-1.48
 24.8	  509	 10.6	 1.31	 30.1	-3.19	-1.48
 24.9	  509	 10.6	 1.15	 30.0	-3.20	-1.48
 25.0	  509	 10.6	 1.31	 30.1	-3.19	-1.48
 25.1	  509	 10.6	 1.12	 30.1	-3.19	-1.49
 25.2	  508	 10.6	 1.22	 30.0	-3.19	-1.49
 25.3	  509	 10.6	 1.25	 30.0	-3.20	-1.49
 25.4	  509	 10.6	 1.31	 30.1	-3.20	-1.49
 25.5	  508	 10.6	 1.15	 30.1	-3.19	-1.49
 25.6	  509	 10.6	 1.22	 30.1	-3.20	-1.49
 25.7	  509	 10.6	 1.28	 30.0	-3.20	-1.49
 25.8	  509	 10.6	 1.31	 30.1	-3.20	-1.48
 25.9	  509	 10.6	 1.18	 30.1	-3.19	-1.48
 26.0	  509	 10.6	 1.25	 30.1	-3.20	-1.49
 26.1	  509	 10.6	 1.15	 30.1	-3.19	-1.49
 26.2	  509	 10.6	 1.12	 30.0	-3.20	-1.49
 26.3	  509	 10.6	 1.31	 30.0	-3.20	-1.48
 26.4	  509	 10.6	 1.28	 30.1	-3.20	-1.49
 26.5	  509	 10.6	 1.18	 30.1	-3.21	-1.49
 26.6	  508	 10.6	 1.22	 30.0	-3.20	-1.49
 26.7	  508	 10.6	 1.15	 30.0	-3.20	-1.48
 26.8	  509	 10.6	 1.28	 29.9	-3.20	-1.48
 26.9	  508	 10.6	 1.15	 30.1	-3.20	-1.48
 27.0	  508	 10.6	 1.18	 30.0	-3.20	-1.49
 27.1	  508	 10.6	 1.22	 30.0	-3.20	-1.48
 27.2	  508	 10.6	 1.28	 30.1	-3.20	-1.49
 27.3	  508	 10.6	 1.25	 30.1	-3.19	-1.48
 27.4	  509	 10.6	 1.28	 30.1	-3.18	-1.48
 27.5	  508	 10.6	 1.28	 30.1	-3.16	-1.48
 27.6	  508	 10.6	 1.22	 30.1	-3.15	-1.48
 27.7	  509	 10.6	 1.22	 30.1	-3.15	-1.47
 27.8	  509	 10.6	 1.18	 30.0	-3.14	-1.47
 27.9	  508	 10.6	 1.25	 30.1	-3.13	-1.47
 28.0	  509	 10.6	 1.18	 30.1	-3.13	-1.47
 28.1	  509	 10.6	 1.18	 30.1	-3.13	-1.47
 28.2	  509	 10.6	 1.35	 30.0	-3.13	-1.47
 28.3	  509	 10.6	 1.31	 30.0	-3.12	-1.47
 28.4	  509	 10.6	 1.22	 30.1	-3.12	-1.47
 28.5	  509	 10.6	 1.31	 30.0	-3.11	-1.47
 28.6	  509	 10.6	 1.35	 30.1	-3.10	-1.46
 28.7	  509	 10.6	 1.18	 30.1	-3.08	-1.46
 28.8	  509	 10.6	 1.15	 30.0	-3.07	-1.46
 28.9	  509	 10.6	 1.35	 30.1	-3.06	-1.45
 28.9	  509	 10.6	 1.35	 30.0	-3.06	-1.45
 29.0	  509	 10.6	 1.15	 30.1	-3.04	-1.45
 29.1	  509	 10.6	 1.09	 30.1	-3.03	-1.45
 29.2	  509	 10.6	 1.31	 30.1	-3.02	-1.44
 29.3	  509	 10.6	 1.25	 30.0	-3.02	-1.44
 29.4	  509	 10.6	 1.12	 30.0	-3.00	-1.44
 29.5	  509	 10.6	 1.18	 30.0	-2.99	-1.43
 29.6	  509	 10.6	 1.18	 30.1	-2.97	-1.43
 29.7	  509	 10.6	 1.18	 30.0	-2.95	-1.42
 29.8	  509	 10.6	 1.22	 30.0	-2.89	-1.40
 29.9	  509	 10.6	 1.15	 30.1	-2.82	-1.38
 30.0	  509	 10.6	 1.22	 30.1	-2.76	-1.36
 30.1	  509	 10.6	 1.28	 30.1	-2.73	-1.35
 30.2	  509	 10.6	 1.22	 30.1	-2.71	-1.35
 30.3	  509	 10.6	 1.25	 30.1	-2.68	-1.33
 30.4	  509	 10.6	 1.09	 30.0	-2.66	-1.33
 30.5	  509	 10.6	 1.31	 30.0	-2.64	-1.32
 30.6	  509	 10.6	 1.25	 30.1	-2.63	-1.31
 30.7	  509	 10.6	 1.12	 30.1	-2.59	-1.30
 30.8	  509	 10.6	 1.22	 30.1	-2.56	-1.29
 30.9	  509	 10.6	 1.22	 30.1	-2.53	-1.28
 31.0	  509	 10.6	 1.35	 30.0	-2.50	-1.26
 31.1	  509	 10.6	 1.18	 30.1	-2.48	-1.25
 31.2	  509	 10.6	 1.12	 30.1	-2.45	-1.24
 31.3	  509	 10.6	 1.18	 30.1	-2.42	-1.23
 31.4	  509	 10.6	 1.18	 30.1	-2.38	-1.21
 31.5	  509	 10.6	 1.28	 30.1	-2.34	-1.20
 31.6	  509	 10.6	 1.31	 30.1	-2.29	-1.18
 31.7	  509	 10.6	 1.22	 30.1	-2.26	-1.16
 31.8	  509	 10.6	 1.28	 30.1	-2.22	-1.15
 31.9	  509	 10.6	 1.15	 30.0	-2.18	-1.13
 32.0	  509	 10.6	 1.28	 30.1	-2.15	-1.12
 32.1	  509	 10.6	 1.28	 30.0	-2.13	-1.10
 32.2	  509	 10.6	 1.28	 30.1	-2.10	-1.09
 32.3	  509	 10.6	 1.22	 30.1	-2.10	-1.09
 32.4	  509	 10.6	 1.35	 30.0	-2.08	-1.08
 32.5	  509	 10.6	 1.12	 30.1	-2.04	-1.07
 32.6	  509	 10.6	 1.12	 30.0	-2.01	-1.05
 32.7	  509	 10.6	 1.25	 30.1	-1.97	-1.03
 32.8	  509	 10.6	 1.35	 30.0	-1.94	-1.02
 32.9	  509	 10.6	 1.15	 30.1	-1.91	-1.01
 33.0	  509	 10.6	 1.09	 30.1	-1.88	-0.992
 33.1	  509	 10.6	 1.25	 30.0	-1.84	-0.974
 33.2	  509	 10.6	 1.31	 30.1	-1.81	-0.957
 33.3	  509	 10.6	 1.18	 30.1	-1.78	-0.944
 33.4	  509	 10.6	 1.12	 30.0	-1.76	-0.933
 33.5	  509	 10.6	 1.25	 30.1	-1.73	-0.919
 33.6	  509	 10.6	 1.38	 30.1	-1.71	-0.906
 33.7	  509	 10.6	 1.41	 30.1	-1.67	-0.891
 33.8	  509	 10.6	 1.18	 30.0	-1.65	-0.880
 33.9	  509	 10.6	 1.12	 30.1	-1.63	-0.870
 34.0	  509	 10.6	 1.18	 30.0	-1.62	-0.862
 34.1	  509	 10.6	 1.25	 30.0	-1.59	-0.850
 34.2	  509	 10.6	 1.31	 30.1	-1.56	-0.836
 34.3	  509	 10.6	 1.28	 30.1	-1.54	-0.825
 34.4	  509	 10.6	 1.25	 30.1	-1.52	-0.814
