2.2,,
2346.1,,
0.4,0.000123,0.123
20,0.00373,3.73
39.9,0.00949,9.49
61.4,0.0164,16.4
78.7,0.0217,21.7
99.8,0.0236,23.6
114.2,0.0239,23.9
