1.78,,
2166.1,,
0.1,0.000037,0.037
20.2,0.00112,1.12
40.2,0.00116,1.16
60.4,0.00119,1.19
79.9,0.00121,1.21
100.2,0.00123,1.23
114.2,0.00124,1.24
