2.12,,
2322.1,,
0.4,0.000113,0.113
20.2,0.00362,3.62
40.2,0.00889,8.89
60.8,0.0139,13.9
78.4,0.0146,14.6
98.4,0.0149,14.9
114.2,0.015,15
