2,,
2310.1,,
0.1,0.000058,0.058
20.2,0.00326,3.26
40.2,0.00653,6.53
62.3,0.00683,6.83
78.8,0.00695,6.95
98.8,0.00706,7.06
114.2,0.00712,7.12
