Frequency (Hz) - V-in (PSD),Power (dB) - V-in (PSD)
1309,-67.7338
1310,-67.6491
1311,-67.1408
1312,-67.8761
1313,-67.79
1314,-68.0386
1315,-68.0232
1316,-67.8922
1317,-67.7862
1318,-68.0408
1319,-67.7829
1320,-67.7728
1321,-68.1266
1322,-67.7221
1323,-68.0867
1324,-67.8943
1325,-68.2047
1326,-68.2989
1327,-67.8525
1328,-68.1264
1329,-68.4549
1330,-68.4094
1331,-68.3667
1332,-68.1749
1333,-67.9662
1334,-68.3034
1335,-68.4419
1336,-68.0383
1337,-68.4417
1338,-68.6304
1339,-68.3591
1340,-68.3091
1341,-68.3135
1342,-68.5973
1343,-67.8528
1344,-68.435
1345,-68.5589
1346,-68.1251
1347,-68.0397
1348,-68.3669
1349,-68.248
1350,-67.9451
1351,-68.2535
1352,-68.305
1353,-68.9264
1354,-68.1976
1355,-68.939
1356,-68.0976
1357,-68.8502
1358,-68.7252
1359,-68.771
1360,-68.8695
1361,-68.5417
1362,-68.5028
1363,-68.8692
1364,-68.4711
1365,-68.7523
1366,-68.0392
1367,-68.1345
1368,-68.8457
1369,-68.515
1370,-68.3173
1371,-68.0898
1372,-68.7024
1373,-68.1715
1374,-68.6846
1375,-68.7264
1376,-69.1082
1377,-68.5999
1378,-68.6503
1379,-68.7708
1380,-68.6177
1381,-69.1177
1382,-69.0808
1383,-69.0043
1384,-68.7935
1385,-68.9462
1386,-69.1743
1387,-68.859
1388,-68.6431
1389,-69.243
1390,-68.8866
1391,-68.8157
1392,-68.5135
1393,-68.8376
1394,-68.5614
1395,-68.7658
1396,-68.9069
1397,-69.1005
1398,-68.6158
1399,-68.5235
1400,-69.3544
1401,-69.0378
1402,-69.1549
1403,-68.8392
1404,-69.6937
1405,-69.1146
1406,-69.1013
1407,-69.1986
1408,-68.6748
1409,-69.1461
1410,-69.1517
1411,-68.975
1412,-69.0908
1413,-69.4724
1414,-69.2712
1415,-69.4701
1416,-69.0618
1417,-68.9244
1418,-69.0051
1419,-69.0635
1420,-69.2414
1421,-68.9565
1422,-69.2827
1423,-69.1668
1424,-69.6209
1425,-69.5032
1426,-69.9552
1427,-69.1442
1428,-68.718
1429,-69.2692
1430,-69.1877
1431,-69.8126
1432,-69.761
1433,-68.949
1434,-69.3855
1435,-69.2651
1436,-69.463
1437,-69.5669
1438,-69.8983
1439,-69.0328
1440,-69.4376
1441,-69.527
1442,-69.6402
1443,-69.5814
1444,-69.6631
1445,-69.5268
1446,-69.588
1447,-69.8484
1448,-69.2742
1449,-69.7226
1450,-69.3767
1451,-69.2805
1452,-69.7575
1453,-69.8762
1454,-70.1391
1455,-69.6263
1456,-69.2867
1457,-69.3213
1458,-69.6819
1459,-69.7023
1460,-69.4564
1461,-69.6414
1462,-69.8018
1463,-69.6541
1464,-69.5647
1465,-69.3079
1466,-70.3814
1467,-70.0702
1468,-69.5886
1469,-69.9636
1470,-69.2986
1471,-69.7696
1472,-69.6062
1473,-69.9814
1474,-69.7658
1475,-69.4072
1476,-69.6299
1477,-69.5788
1478,-69.5663
1479,-70.0996
1480,-69.9535
1481,-69.4611
1482,-70.0616
1483,-69.8524
1484,-70.0929
1485,-69.7147
1486,-69.3163
1487,-70.2537
1488,-70.3001
1489,-69.8071
1490,-69.8846
1491,-69.7732
1492,-70.0226
1493,-69.7201
1494,-69.9483
1495,-70.0079
1496,-69.5743
1497,-69.6108
1498,-70.4047
1499,-70.2033
1500,-69.8833
1501,-70.1935
1502,-69.7901
1503,-69.7151
1504,-70.0535
1505,-70.2211
1506,-70.6548
1507,-70.026
1508,-69.9731
1509,-70.0712
1510,-69.9614
1511,-70.2431
1512,-70.2045
1513,-69.908
1514,-70.6543
1515,-69.8623
1516,-70.2393
1517,-70.4494
1518,-70.7616
1519,-70.3777
1520,-69.8151
1521,-69.9765
1522,-70.6167
1523,-70.7444
1524,-70.4524
1525,-70.9448
1526,-70.1658
1527,-70.4637
1528,-70.7106
1529,-70.3165
1530,-69.7504
1531,-70.777
1532,-70.5049
1533,-70.5391
1534,-70.3281
1535,-70.3651
1536,-70.9829
1537,-70.3256
1538,-70.6499
1539,-70.6907
1540,-70.3429
1541,-70.4597
1542,-70.5186
1543,-70.2331
1544,-71.0656
1545,-71.4354
1546,-70.4011
1547,-70.6945
1548,-70.7712
1549,-70.6625
1550,-70.7564
1551,-70.3264
1552,-70.595
1553,-70.5193
1554,-70.3728
1555,-70.7844
1556,-70.9074
1557,-70.5516
1558,-70.4884
1559,-70.5658
1560,-70.7082
1561,-70.4739
1562,-70.6736
1563,-70.8048
1564,-70.7555
1565,-70.3805
1566,-70.5637
1567,-71.0007
1568,-70.3755
1569,-70.7408
1570,-70.9284
1571,-71.2713
1572,-71.0628
1573,-70.5477
1574,-70.8217
1575,-71.1691
1576,-71.3086
1577,-71.3166
1578,-71.1449
1579,-70.7164
1580,-70.7717
1581,-71.2259
1582,-70.7815
1583,-71.9895
1584,-70.991
1585,-70.5451
1586,-71.3637
1587,-71.5709
1588,-71.3196
1589,-71.6974
1590,-71.3676
1591,-71.5309
1592,-70.9266
1593,-71.0218
1594,-71.1685
1595,-71.3424
1596,-71.0275
1597,-71.574
1598,-71.3552
1599,-70.8741
1600,-71.137
1601,-71.1349
1602,-70.8256
1603,-71.8053
1604,-71.7069
1605,-71.0256
1606,-71.0113
1607,-71.1092
1608,-71.2812
1609,-71.0525
1610,-71.5884
1611,-71.2686
1612,-71.4608
1613,-71.738
1614,-71.6972
1615,-71.4918
1616,-71.176
1617,-71.429
1618,-71.0974
1619,-71.1978
1620,-71.2909
1621,-71.2156
1622,-71.4767
1623,-71.5767
1624,-71.3594
1625,-71.6597
1626,-71.4524
1627,-71.5382
1628,-71.4669
1629,-71.1986
1630,-71.5429
1631,-72.2404
1632,-71.9196
1633,-71.5426
1634,-71.5379
1635,-72.0635
1636,-71.3343
1637,-71.7972
1638,-71.0171
1639,-71.7478
1640,-71.4497
1641,-71.7826
1642,-71.7728
1643,-72.0973
1644,-71.8675
1645,-71.6443
1646,-71.784
1647,-71.2589
1648,-72.0567
1649,-71.6304
1650,-72.1814
1651,-71.496
1652,-71.4703
1653,-72.2837
1654,-71.9734
1655,-71.7928
1656,-71.6255
1657,-71.9049
1658,-71.9298
1659,-71.6954
1660,-72.7276
1661,-72.149
1662,-71.6568
1663,-72.0872
1664,-72.1611
1665,-71.6284
