Frequency (Hz) - V-in (PSD),Power (dB) - V-in (PSD)
1503,-52.3185
1504,-51.7105
1505,-52.663
1506,-51.8581
1507,-52.0893
1508,-52.5466
1509,-52.3112
1510,-51.8414
1511,-52.192
1512,-52.4723
1513,-51.9664
1514,-52.3683
1515,-51.9377
1516,-51.7086
1517,-52.1274
1518,-52.1891
1519,-51.834
1520,-52.1002
1521,-52.4645
1522,-52.1338
1523,-51.7832
1524,-52.2749
1525,-52.5869
1526,-52.3075
1527,-52.4533
1528,-52.1389
1529,-52.2144
1530,-52.5078
1531,-51.8429
1532,-52.4393
1533,-52.1685
1534,-52.2799
1535,-52.6559
1536,-52.288
1537,-52.6164
1538,-52.43
1539,-52.7338
1540,-52.4759
1541,-52.2721
1542,-52.211
1543,-52.6799
1544,-52.2891
1545,-52.8683
1546,-51.8557
1547,-52.6336
1548,-52.364
1549,-52.2114
1550,-52.209
1551,-52.5838
1552,-52.7924
1553,-52.4623
1554,-52.6323
1555,-52.5184
1556,-52.8751
1557,-52.9764
1558,-52.3527
1559,-53.1374
1560,-52.7041
1561,-52.4208
1562,-52.8337
1563,-53.1132
1564,-52.8683
1565,-52.39
1566,-52.7946
1567,-52.9123
1568,-52.7126
1569,-52.8937
1570,-52.4729
1571,-52.4674
1572,-52.9757
1573,-53.1484
1574,-52.4303
1575,-52.7529
1576,-52.7492
1577,-52.8261
1578,-52.6887
1579,-52.2676
1580,-52.6225
1581,-52.8293
1582,-53.1361
1583,-52.5872
1584,-52.9145
1585,-52.8268
1586,-53.4491
1587,-52.9381
1588,-52.8811
1589,-52.8868
1590,-52.8311
1591,-52.7022
1592,-52.9514
1593,-52.9994
1594,-53.1496
1595,-53.1453
1596,-52.519
1597,-52.5843
1598,-53.2359
1599,-53.13
1600,-53.427
1601,-52.9484
1602,-53.0009
1603,-52.8739
1604,-52.876
1605,-53.3124
1606,-53.039
1607,-53.1782
1608,-52.9604
1609,-53.0001
1610,-53.3606
1611,-53.3428
1612,-53.2614
1613,-53.0977
1614,-52.9706
1615,-53.5544
1616,-53.3042
1617,-52.9378
1618,-53.1482
1619,-53.4383
1620,-53.2757
1621,-53.0752
1622,-53.0909
1623,-53.2042
1624,-53.0328
1625,-53.0239
1626,-52.9563
1627,-53.048
1628,-53.173
1629,-53.1911
1630,-53.1205
1631,-53.0415
1632,-53.1602
1633,-53.0628
1634,-53.38
1635,-53.7476
1636,-53.2364
1637,-53.3239
1638,-53.3222
1639,-53.333
1640,-53.3092
1641,-53.4736
1642,-53.5615
1643,-53.3596
1644,-53.9129
1645,-53.6231
1646,-53.4892
1647,-53.3249
1648,-53.2778
1649,-53.5908
1650,-53.2795
1651,-53.5843
1652,-53.8976
1653,-53.1583
1654,-53.601
1655,-53.599
1656,-53.8987
1657,-53.491
1658,-53.788
1659,-53.4532
1660,-53.8259
1661,-53.6318
