A,3.72E-01
B,2.83E-02
C,0
Channel,Contents
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,24
23,1367
24,737
25,371
26,178
27,116
28,134
29,102
30,97
31,104
32,93
33,81
34,82
35,70
36,91
37,74
38,63
39,76
40,69
41,70
42,45
43,53
44,50
45,44
46,41
47,50
48,28
49,32
50,35
51,28
52,24
53,27
54,23
55,15
56,19
57,22
58,18
59,23
60,18
61,13
62,6
63,19
64,16
65,13
66,19
67,15
68,9
69,15
70,10
71,16
72,16
73,13
74,6
75,11
76,15
77,12
78,8
79,13
80,13
81,18
82,15
83,8
84,15
85,8
86,18
87,10
88,11
89,6
90,11
91,8
92,8
93,12
94,5
95,10
96,10
97,8
98,7
99,7
100,8
101,9
102,11
103,14
104,8
105,10
106,10
107,8
108,9
109,12
110,9
111,10
112,12
113,13
114,10
115,13
116,5
117,6
118,8
119,9
120,7
121,9
122,9
123,5
124,12
125,15
126,10
127,7
128,13
129,7
130,10
131,11
132,6
133,8
134,6
135,10
136,6
137,15
138,7
139,9
140,11
141,14
142,8
143,9
144,4
145,5
146,14
147,7
148,6
149,11
150,9
151,12
152,11
153,2
154,17
155,12
156,8
157,14
158,9
159,7
160,13
161,5
162,11
163,6
164,7
165,6
166,9
167,12
168,15
169,9
170,9
171,6
172,8
173,5
174,10
175,11
176,6
177,7
178,11
179,12
180,11
181,10
182,4
183,7
184,11
185,14
186,12
187,13
188,9
189,9
190,13
191,3
192,6
193,9
194,10
195,6
196,3
197,10
198,7
199,10
200,9
201,12
202,6
203,7
204,12
205,4
206,14
207,9
208,17
209,11
210,12
211,14
212,17
213,29
214,24
215,30
216,27
217,22
218,27
219,34
220,27
221,31
222,29
223,27
224,29
225,25
226,9
227,21
228,11
229,15
230,16
231,10
232,13
233,11
234,10
235,5
236,16
237,9
238,17
239,15
240,9
241,13
242,14
243,18
244,15
245,29
246,38
247,41
248,46
249,60
250,60
251,103
252,110
253,136
254,151
255,146
256,144
257,152
258,123
259,116
260,112
261,75
262,71
263,60
264,43
265,30
266,25
267,19
268,13
269,11
270,12
271,11
272,11
273,11
274,10
275,10
276,7
277,18
278,10
279,11
280,8
281,8
282,10
283,14
284,19
285,11
286,17
287,10
288,17
289,15
290,9
291,9
292,17
293,10
294,11
295,13
296,11
297,10
298,10
299,13
300,15
301,13
302,7
303,11
304,13
305,5
306,7
307,7
308,9
309,9
310,8
311,7
312,15
313,12
314,10
315,15
316,5
317,12
318,12
319,22
320,18
321,16
322,21
323,25
324,33
325,40
326,33
327,39
328,31
329,23
330,26
331,24
332,24
333,21
334,26
335,21
336,18
337,20
338,16
339,15
340,13
341,10
342,19
343,7
344,9
345,9
346,12
347,8
348,15
349,11
350,12
351,11
352,11
353,15
354,11
355,7
356,10
357,9
358,7
359,7
360,14
361,12
362,6
363,12
364,7
365,13
366,9
367,4
368,11
369,5
370,10
371,7
372,5
373,8
374,7
375,8
376,8
377,7
378,10
379,10
380,12
381,4
382,2
383,7
384,4
385,3
386,8
387,7
388,4
389,6
390,8
391,5
392,3
393,4
394,6
395,6
396,9
397,4
398,9
399,13
400,6
401,13
402,4
403,5
404,11
405,3
406,6
407,4
408,0
409,6
410,6
411,9
412,12
413,12
414,5
415,8
416,5
417,5
418,14
419,3
420,10
421,8
422,5
423,5
424,12
425,6
426,5
427,9
428,8
429,11
430,7
431,5
432,9
433,12
434,7
435,8
436,8
437,5
438,14
439,8
440,5
441,10
442,10
443,8
444,8
445,3
446,6
447,8
448,8
449,8
450,7
451,6
452,12
453,6
454,8
455,8
456,8
457,4
458,7
459,5
460,4
461,6
462,7
463,9
464,2
465,11
466,8
467,12
468,11
469,6
470,12
471,8
472,8
473,7
474,4
475,10
476,9
477,4
478,6
479,8
480,5
481,3
482,8
483,4
484,10
485,6
486,12
487,9
488,5
489,7
490,6
491,9
492,6
493,7
494,9
495,7
496,10
497,13
498,10
499,6
500,9
501,6
502,4
503,5
504,8
505,6
506,8
507,6
508,11
509,7
510,10
511,10
512,7
513,8
514,15
515,7
516,13
517,11
518,7
519,14
520,12
521,7
522,10
523,7
524,10
525,9
526,13
527,11
528,12
529,17
530,7
531,11
532,10
533,12
534,11
535,14
536,9
537,10
538,9
539,16
540,12
541,12
542,13
543,6
544,14
545,17
546,14
547,7
548,16
549,12
550,14
551,8
552,25
553,16
554,15
555,11
556,15
557,20
558,26
559,25
560,18
561,24
562,32
563,21
564,35
565,38
566,47
567,51
568,66
569,106
570,147
571,184
572,292
573,402
574,482
575,650
576,803
577,942
578,1146
579,1233
580,1317
581,1402
582,1429
583,1391
584,1306
585,1127
586,1065
587,856
588,649
589,512
590,357
591,280
592,174
593,127
594,78
595,49
596,26
597,25
598,17
599,17
600,13
601,11
602,6
603,6
604,10
605,7
606,7
607,7
608,9
609,10
610,4
611,11
612,7
613,10
614,6
