0,4.54
2,4.53
4,4.52
6,4.51
8,4.5
10,4.49
12,4.48
14,4.47
16,4.47
18,4.46
20,4.45
22,4.44
24,4.43
26,4.43
28,4.43
30,4.42
32,4.42
34,4.41
36,4.41
38,4.41
40,4.41
42,4.42
44,4.43
46,4.43
48,4.26
50,4.2
52,4.21
54,4.22
56,4.23
58,4.25
60,4.26
62,4.26
64,4.28
66,4.28
68,4.28
70,4.28
72,4.28
74,4.28
76,4.27
78,4.27
80,4.27
82,4.26
84,4.25
86,4.24
88,4.22
90,4.21
92,4.19
94,4.18
96,4.16
98,4.14
100,4.12
102,4.1
104,4.07
106,4.05
108,4.02
110,3.99
112,3.96
114,3.94
116,3.9
118,3.87
120,3.84
122,3.8
124,3.76
126,3.73
128,3.69
130,3.65
132,3.61
134,3.57
136,3.53
138,3.49
140,3.45
142,3.41
144,3.36
146,3.32
148,3.28
150,3.24
152,3.19
154,3.14
156,3.1
158,3.05
160,3.01
162,2.96
164,2.92
166,2.87
168,2.83
170,2.79
172,2.74
174,2.7
176,2.65
178,2.6
180,2.56
182,2.52
184,2.47
186,2.43
188,2.39
190,2.35
192,2.31
194,2.27
196,2.23
198,2.19
200,2.15
202,2.12
204,2.08
206,2.05
208,2.02
210,1.98
212,1.95
214,1.92
216,1.89
218,1.86
220,1.84
222,1.81
224,1.78
226,1.76
228,1.74
230,1.71
232,1.69
234,1.67
236,1.65
238,1.63
240,1.62
242,1.6
244,1.59
246,1.57
248,1.56
250,1.55
252,1.55
254,1.54
256,1.54
258,1.53
260,1.53
262,1.52
264,1.53
266,1.53
268,1.53
270,1.54
272,1.54
274,1.55
276,1.56
278,1.56
280,1.57
282,1.58
284,1.6
286,1.61
288,1.63
290,1.65
292,1.66
294,1.68
296,1.7
298,1.72
300,1.74
302,1.76
304,1.78
306,1.81
308,1.83
310,1.85
312,1.88
314,1.91
316,1.94
318,1.96
320,1.99
322,2.02
324,2.05
326,2.08
328,2.11
330,2.14
332,2.17
334,2.2
336,2.23
338,2.27
340,2.3
342,2.33
344,2.36
346,2.39
348,2.43
350,2.46
352,2.5
354,2.53
356,2.57
358,2.6
360,2.63
362,2.67
364,2.7
366,2.74
368,2.77
370,2.8
372,2.83
374,2.87
376,2.9
378,2.93
380,2.96
382,2.99
384,3.03
386,3.06
388,3.08
390,3.11
392,3.14
394,3.17
396,3.2
398,3.22
400,3.25
402,3.27
404,3.29
406,3.32
408,3.34
410,3.36
412,3.38
414,3.4
416,3.41
418,3.43
420,3.45
422,3.46
424,3.48
426,3.49
428,3.5
430,3.52
432,3.53
434,3.54
436,3.55
438,3.56
440,3.56
442,3.57
444,3.57
446,3.58
448,3.58
450,3.58
452,3.58
454,3.59
456,3.59
458,3.58
460,3.58
462,3.58
464,3.58
466,3.57
468,3.56
470,3.56
472,3.55
474,3.54
476,3.54
478,3.53
480,3.52
482,3.5
484,3.49
486,3.48
488,3.46
490,3.45
492,3.43
494,3.42
496,3.4
498,3.39
500,3.37
502,3.35
504,3.33
506,3.31
508,3.29
510,3.26
512,3.24
514,3.22
516,3.2
518,3.18
520,3.16
522,3.14
524,3.11
526,3.09
528,3.06
530,3.04
532,3.02
534,2.99
536,2.97
538,2.94
540,2.92
542,2.9
544,2.87
546,2.85
548,2.83
550,2.8
552,2.78
554,2.76
556,2.73
558,2.71
560,2.68
562,2.66
564,2.64
566,2.61
568,2.59
570,2.57
572,2.55
574,2.52
576,2.5
578,2.48
580,2.46
582,2.44
584,2.42
586,2.4
588,2.38
590,2.36
592,2.35
594,2.33
596,2.31
598,2.3
600,2.28
602,2.26
604,2.25
606,2.23
608,2.22
610,2.21
612,2.2
614,2.18
616,2.18
618,2.17
620,2.15
622,2.14
624,2.14
626,2.13
628,2.12
630,2.12
632,2.11
634,2.1
636,2.1
638,2.09
640,2.09
642,2.09
644,2.09
646,2.08
648,2.08
650,2.09
652,2.09
654,2.09
656,2.09
658,2.09
660,2.1
662,2.1
664,2.1
666,2.11
668,2.11
670,2.12
672,2.13
674,2.13
676,2.14
678,2.15
680,2.16
682,2.17
684,2.18
686,2.19
688,2.2
690,2.21
692,2.22
694,2.23
696,2.24
698,2.26
700,2.27
702,2.28
704,2.3
706,2.31
708,2.33
710,2.34
712,2.36
714,2.38
716,2.39
718,2.4
720,2.43
722,2.44
724,2.46
726,2.47
728,2.49
730,2.51
732,2.53
734,2.54
736,2.56
738,2.58
740,2.6
742,2.61
744,2.63
746,2.65
748,2.67
750,2.69
752,2.7
754,2.72
756,2.74
758,2.75
760,2.77
762,2.79
764,2.8
766,2.82
768,2.83
770,2.85
772,2.86
774,2.88
776,2.89
778,2.91
780,2.92
782,2.94
784,2.95
786,2.96
788,2.98
790,2.99
792,3
794,3.01
796,3.02
798,3.04
800,3.04
802,3.05
804,3.06
806,3.07
808,3.08
810,3.09
812,3.1
814,3.11
816,3.11
818,3.12
820,3.13
822,3.13
824,3.14
826,3.14
828,3.14
830,3.14
832,3.15
834,3.15
836,3.15
838,3.16
840,3.15
842,3.16
844,3.15
846,3.15
848,3.15
850,3.15
852,3.15
854,3.14
856,3.14
858,3.14
860,3.13
862,3.12
864,3.12
866,3.11
868,3.11
870,3.1
872,3.09
874,3.09
876,3.08
878,3.07
880,3.07
882,3.06
884,3.05
886,3.04
888,3.03
890,3.02
892,3.01
894,3
896,2.99
898,2.98
900,2.97
902,2.96
904,2.94
906,2.93
908,2.92
910,2.9
912,2.89
914,2.88
916,2.87
918,2.85
920,2.84
922,2.83
924,2.81
926,2.8
928,2.79
930,2.78
932,2.76
